      5 30016891	japan - hiroshima	 (GPC attValue)
      5 30016890	japan - gunma	 (GPC attValue)
      5 30016889	japan - gifu	 (GPC attValue)
      5 30016888	japan - fukushima	 (GPC attValue)
      5 30016887	japan - fukuoka	 (GPC attValue)
      5 30016886	japan - fukui	 (GPC attValue)
      5 30016885	japan - ehime	 (GPC attValue)
      5 30016883	japan - chiba	 (GPC attValue)
      5 30016882	japan - aomori	 (GPC attValue)
      5 30016881	japan - akita	 (GPC attValue)
      5 30016880	japan - aichi	 (GPC attValue)
      5 30016860	france - south west france vineyards - tursan	 (GPC attValue)
      5 30016859	france - south west france vineyards - saussignac	 (GPC attValue)
      5 30016858	france - south west france vineyards - saint-sardo	 (GPC attValue)
      5 30016857	france - south west france vineyards - saint-mont	 (GPC attValue)
      5 30016856	france - south west france vineyards - rosette	 (GPC attValue)
      5 30016855	france - south west france vineyards - pacherenc du vic-bilh	 (GPC attValue)
      5 30016854	france - south west france vineyards - montravel	 (GPC attValue)
      5 30016853	france - south west france vineyards - madiran	 (GPC attValue)
      5 30016852	france - south west france vineyards - jurancon	 (GPC attValue)
      5 30016851	france - south west france vineyards - irouleguy	 (GPC attValue)
      5 30016850	france - south west france vineyards - haut-montravel	 (GPC attValue)
      5 30016849	france - south west france vineyards - gaillac	 (GPC attValue)
      5 30016848	france - south west france vineyards - fronton	 (GPC attValue)
      5 30016847	france - south west france vineyards - floc de gascogne	 (GPC attValue)
      5 30016846	france - languedoc - fitou	 (GPC attValue)
      5 30016845	france - south west france vineyards - estaing	 (GPC attValue)
      5 30016844	france - south west france vineyards - entraygues - le fel	 (GPC attValue)
      5 30016843	france - south west france vineyards - cotes du marmandai	 (GPC attValue)
      5 30016842	france - south west france vineyards - cotes de montravel	 (GPC attValue)
      5 30016841	france - south west france vineyards - cotes de millau	 (GPC attValue)
      5 30016840	france - south west france vineyards - cotes de dura	 (GPC attValue)
      5 30016839	france - south west france vineyards - coteaux du quercy	 (GPC attValue)
      5 30016838	france - south west france vineyards - cahor	 (GPC attValue)
      5 30016837	france - south west france vineyards - buzet	 (GPC attValue)
      5 30016836	france - south west france vineyards - brulhoi	 (GPC attValue)
      5 30016835	france - south west france vineyards - bearn	 (GPC attValue)
      5 30016834	france - south west france vineyards - vins de la correze	 (GPC attValue)
      5 30016833	france - south west france vineyards - thezac-perricard	 (GPC attValue)
      5 30016832	france - south west france vineyards - pÉrigord vin de domme	 (GPC attValue)
      5 30016831	france - south west france vineyards - perigord dordogne	 (GPC attValue)
      5 30016830	france - south west france vineyards - perigord	 (GPC attValue)
      5 30016829	france - south west france vineyards - lavilledieu	 (GPC attValue)
      5 30016828	france - south west france vineyards - landes sables fauve	 (GPC attValue)
      5 30016827	france - south west france vineyards - landes sables de l'ocean	 (GPC attValue)
      5 30016826	france - south west france vineyards - landes cotes de l'adour	 (GPC attValue)
      5 30016825	france - south west france vineyards - landes coteaux de chalosse	 (GPC attValue)
      5 30016824	france - south west france vineyards - lande	 (GPC attValue)
      5 30016823	france - south west france vineyards - haute vallee de l'aude	 (GPC attValue)
      5 30016822	france - south west france vineyards - ger	 (GPC attValue)
      5 30016821	france - south west france vineyards - cotes du tarn cunac	 (GPC attValue)
      5 30016820	france - south west france vineyards - cotes du tarn cabane	 (GPC attValue)
      5 30016819	france - south west france vineyards - cotes du tarn	 (GPC attValue)
      5 30016818	france - south west france vineyards - cotes du lot rocamadour	 (GPC attValue)
      5 30016817	france - south west france vineyards - cotes du lot	 (GPC attValue)
      5 30016816	france - south west france vineyards - cotes de gascogne condomoi	 (GPC attValue)
      5 30016815	france - south west france vineyards - cotes de gascogne	 (GPC attValue)
      5 30016814	france - south west france vineyards - coteaux de l'ain pays de gex	 (GPC attValue)
      5 30016813	france - south west france vineyards - coteaux de glane	 (GPC attValue)
      5 30016812	france - south west france vineyards - comte tolosan tarn et garonne	 (GPC attValue)
      5 30016811	france - south west france vineyards - comte tolosan pyrenees atlantique	 (GPC attValue)
      5 30016810	france - south west france vineyards - comte tolosan haute-garonne	 (GPC attValue)
      5 30016809	france - south west france vineyards - comte tolosan coteaux et terrasses de montauban	 (GPC attValue)
      5 30016808	france - south west france vineyards - comte tolosan cantal	 (GPC attValue)
      5 30016807	france - south west france vineyards - comte tolosan bigorre	 (GPC attValue)
      5 30016806	france - south west france vineyards - comte tolosan	 (GPC attValue)
      5 30016805	france - south west france vineyards - aveyron	 (GPC attValue)
      5 30016804	france - south west france vineyards - atlantique	 (GPC attValue)
      5 30016803	france - south west france vineyards - ariege coteaux du plantaurel	 (GPC attValue)
      5 30016802	france - south west france vineyards - ariege coteaux de la leze	 (GPC attValue)
      5 30016801	france - south west france vineyards - ariege	 (GPC attValue)
      5 30016800	france - south west france vineyards - agenai	 (GPC attValue)
      5 30016799	france - savoie and bugey vineyards - vin de savoie ou savoie	 (GPC attValue)
      5 30016798	france - savoie and bugey vineyards - seyssel	 (GPC attValue)
      5 30016797	france - savoie and bugey vineyards - roussette de savoie	 (GPC attValue)
      5 30016796	france - savoie and bugey vineyards - roussette du bugey	 (GPC attValue)
      5 30016795	france - savoie and bugey vineyards - bugey	 (GPC attValue)
      5 30016794	france - savoie and bugey vineyards - vin des allobroge	 (GPC attValue)
      5 30016793	france - savoie and bugey vineyards - isere coteaux du gresivaudan	 (GPC attValue)
      5 30016792	france - savoie and bugey vineyards - isere balmes dauphinois	 (GPC attValue)
      5 30016791	france - savoie and bugey vineyards - isere	 (GPC attValue)
      5 30016790	france - savoie and bugey vineyards - coteaux de l'ain valromey	 (GPC attValue)
      5 30016789	france - savoie and bugey vineyards - coteaux de l'ain val de saone	 (GPC attValue)
      5 30016788	france - savoie and bugey vineyards - coteaux de l'ain revermont	 (GPC attValue)
      5 30016787	france - savoie and bugey vineyards - coteaux de l'ain	 (GPC attValue)
      5 30016786	france - roussillon - rivesalte	 (GPC attValue)
      5 30016785	france - roussillon - muscat de rivesalte	 (GPC attValue)
      5 30016784	france - roussillon - maury	 (GPC attValue)
      5 30016783	france - roussillon - grand roussillon	 (GPC attValue)
      5 30016782	france - roussillon - cotes du roussillon village	 (GPC attValue)
      5 30016781	france - roussillon - cotes du roussillon	 (GPC attValue)
      5 30016780	france - roussillon - collioure	 (GPC attValue)
      5 30016779	france - roussillon - banyuls grand cru	 (GPC attValue)
      5 30016778	france - roussillon - banyul	 (GPC attValue)
      5 30016777	france - roussillon - cotes catalanes pyrenees orientale	 (GPC attValue)
      5 30016776	france - roussillon - cotes catalane	 (GPC attValue)
      5 30016775	france - roussillon - cote vermeille	 (GPC attValue)
      5 30016774	france - rhone valley - provence and corsica vineyards - mediterranee	 (GPC attValue)
      5 30016773	france - rhone valley - vinsobre	 (GPC attValue)
      5 30016772	france - rhone valley - ventoux	 (GPC attValue)
      5 30016771	france - rhone valley - vacqueyra	 (GPC attValue)
      5 30016770	france - rhone valley - tavel	 (GPC attValue)
      5 30016769	france - rhone valley - saint-peray	 (GPC attValue)
      5 30016768	france - rhone valley - saint-joseph	 (GPC attValue)
      5 30016767	france - rhone valley - rasteau	 (GPC attValue)
      5 30016766	france - rhone valley - muscat de beaumes-de-venise	 (GPC attValue)
      5 30016765	france - rhone valley - luberon	 (GPC attValue)
      5 30016764	france - rhone valley - lirac	 (GPC attValue)
      5 30016763	france - rhone valley - hermitage ou ermitage ou l'hermitage ou l'ermitage	 (GPC attValue)
      5 30016762	france - rhone valley - grignan-les-adhemar	 (GPC attValue)
      5 30016761	france - rhone valley - gigonda	 (GPC attValue)
      5 30016760	france - rhone valley - cotes du vivarai	 (GPC attValue)
      5 30016759	france - rhone valley - crozes-hermitage ou crozes-ermitage	 (GPC attValue)
      5 30016758	france - rhone valley - cremant de die	 (GPC attValue)
      5 30016757	france - rhone valley - cotes du rhone village	 (GPC attValue)
      5 30016756	france - rhone valley - cotes du rhone	 (GPC attValue)
      5 30016755	france - rhone valley - coteaux de die	 (GPC attValue)
      5 30016754	france - rhone valley - cote rotie	 (GPC attValue)
      5 30016753	france - rhone valley - costieres de nime	 (GPC attValue)
      5 30016752	france - rhone valley - condrieu	 (GPC attValue)
      5 30016751	france - rhone valley - clos de la roche	 (GPC attValue)
      5 30016750	france - rhone valley - clairette de die	 (GPC attValue)
      5 30016749	france - rhone valley - clairette de bellegarde	 (GPC attValue)
      5 30016748	france - rhone valley - chatillon-en-dioi	 (GPC attValue)
      5 30016747	france - rhone valley - chateauneuf-du-pape	 (GPC attValue)
      5 30016746	france - rhone valley - chateau-grillet	 (GPC attValue)
      5 30016745	france - rhone valley - beaumes de venise	 (GPC attValue)
      5 30016744	france - rhone valley - vaucluse principaute d'orange	 (GPC attValue)
      5 30016743	france - rhone valley - vaucluse aigue	 (GPC attValue)
      5 30016742	france - rhone valley - vaucluse	 (GPC attValue)
      5 30016741	france - rhone valley - mediterranee coteaux de montelimar	 (GPC attValue)
      5 30016740	france - rhone valley - mediterranee comte de grignan	 (GPC attValue)
      5 30016739	france - rhone valley - drome coteaux de montelimar	 (GPC attValue)
      5 30016738	france - rhone valley - drome comte de grignan	 (GPC attValue)
      5 30016737	france - rhone valley - drome	 (GPC attValue)
      5 30016736	france - rhone valley - coteaux des baronny	 (GPC attValue)
      5 30016735	france - rhone valley - comtes rhodanien	 (GPC attValue)
      5 30016734	france - rhone valley - collines rhodanienne	 (GPC attValue)
      5 30016733	france - rhone valley - ardeche coteaux de l'ardeche	 (GPC attValue)
      5 30016732	france - rhone valley - ardeche	 (GPC attValue)
      5 30016731	france - provence - pierrevert	 (GPC attValue)
      5 30016730	france - provence - palette	 (GPC attValue)
      5 30016729	france - provence - les baux de provence	 (GPC attValue)
      5 30016728	france - provence - cotes de provence	 (GPC attValue)
      5 30016727	france - provence - coteaux varois en provence	 (GPC attValue)
      5 30016726	france - provence - coteaux d'aix-en-provence	 (GPC attValue)
      5 30016725	france - provence - cassis	 (GPC attValue)
      5 30016724	france - provence - bellet ou vin de bellet	 (GPC attValue)
      5 30016723	france - provence - bandol	 (GPC attValue)
      5 30016722	france - provence - var sainte baume	 (GPC attValue)
      5 30016721	france - provence - var coteaux du verdon	 (GPC attValue)
      5 30016720	france - provence - var argen	 (GPC attValue)
      5 30016719	france - provence - var	 (GPC attValue)
      5 30016718	france - provence - mont caume	 (GPC attValue)
      5 30016717	france - provence - maure	 (GPC attValue)
      5 30016716	france - provence - hautes-alpe	 (GPC attValue)
      5 30016715	france - provence - bouches-du-rhone terre de camargue	 (GPC attValue)
      5 30016714	france - provence - bouches-du-rhone	 (GPC attValue)
      5 30016713	france - provence - alpille	 (GPC attValue)
      5 30016712	france - provence - alpes-maritime	 (GPC attValue)
      5 30016711	france - provence - alpes-de-haute-provence	 (GPC attValue)
      5 30016710	france - lorraine - moselle	 (GPC attValue)
      5 30016709	france - lorraine - cotes de toul	 (GPC attValue)
      5 30016708	france - lorraine - cotes de meuse	 (GPC attValue)
      5 30016707	france - loire valley - vouvray	 (GPC attValue)
      5 30016706	france - loire valley - valencay	 (GPC attValue)
      5 30016705	france - loire valley - touraine noble joue	 (GPC attValue)
      5 30016704	france - loire valley - touraine	 (GPC attValue)
      5 30016703	france - loire valley - savennieres roche aux moine	 (GPC attValue)
      5 30016702	france - loire valley - savennieres coulee de serrant	 (GPC attValue)
      5 30016701	france - loire valley - savenniere	 (GPC attValue)
      5 30016699	france - loire valley - saumur-champigny	 (GPC attValue)
      5 30016698	france - loire valley - saumur	 (GPC attValue)
      5 30016697	france - loire valley - sancerre	 (GPC attValue)
      5 30016696	france - loire valley - saint-pourcain	 (GPC attValue)
      5 30016695	france - loire valley - saint-nicolas-de-bourgueil	 (GPC attValue)
      5 30016694	france - loire valley - rose de loire	 (GPC attValue)
      5 30016693	france - loire valley - rose d'anjou	 (GPC attValue)
      5 30016692	france - loire valley - reuilly	 (GPC attValue)
      5 30016691	france - loire valley - quincy	 (GPC attValue)
      5 30016690	france - loire valley - quarts de chaume	 (GPC attValue)
      5 30016689	france - loire valley - pouilly-sur-loire	 (GPC attValue)
      5 30016688	france - burgundy - pouilly-fuisse	 (GPC attValue)
      5 30016687	france - loire valley - orleans-clery	 (GPC attValue)
      5 30016686	france - loire valley - orlean	 (GPC attValue)
      5 30016685	france - loire valley - muscadet sevre et maine	 (GPC attValue)
      5 30016684	france - loire valley - muscadet cotes de grandlieu	 (GPC attValue)
      5 30016683	france - loire valley - muscadet coteaux de la loire	 (GPC attValue)
      5 30016682	france - loire valley - muscadet	 (GPC attValue)
      5 30016681	france - loire valley - montlouis-sur-loire	 (GPC attValue)
      5 30016680	france - loire valley - menetou-salon	 (GPC attValue)
      5 30016679	france - loire valley - jasniere	 (GPC attValue)
      5 30016678	france - loire valley - haut-poitou	 (GPC attValue)
      5 30016677	france - loire valley - gros plant du pays nantai	 (GPC attValue)
      5 30016676	france - loire valley - fiefs vendeen	 (GPC attValue)
      5 30016675	france - loire valley - cremant de loire	 (GPC attValue)
      5 30016674	france - loire valley - cour-cheverny	 (GPC attValue)
      5 30016673	france - loire valley - cotes du forez	 (GPC attValue)
      5 30016672	france - loire valley - cotes d'auvergne	 (GPC attValue)
      5 30016671	france - loire valley - coteaux du vendomoi	 (GPC attValue)
